"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","EXCH","TOT","NATUSD","A","2018",0.847186,
"ESP","EXCH","TOT","NATUSD","A","2000",1.085401,
"ESP","EXCH","TOT","NATUSD","A","2001",1.11751,
"ESP","EXCH","TOT","NATUSD","A","2002",1.062552,
"ESP","EXCH","TOT","NATUSD","A","2003",0.886034,
"ESP","EXCH","TOT","NATUSD","A","2004",0.805365,
"ESP","EXCH","TOT","NATUSD","A","2005",0.80412,
"ESP","EXCH","TOT","NATUSD","A","2006",0.797141,
"ESP","EXCH","TOT","NATUSD","A","2007",0.730638,
"ESP","EXCH","TOT","NATUSD","A","2008",0.682675,
"ESP","EXCH","TOT","NATUSD","A","2009",0.719843,
"ESP","EXCH","TOT","NATUSD","A","2010",0.755045,
"ESP","EXCH","TOT","NATUSD","A","2011",0.719355,
"ESP","EXCH","TOT","NATUSD","A","2012",0.778294,
"ESP","EXCH","TOT","NATUSD","A","2013",0.753159,
"ESP","EXCH","TOT","NATUSD","A","2014",0.753731,
"ESP","EXCH","TOT","NATUSD","A","2015",0.901659,
"ESP","EXCH","TOT","NATUSD","A","2016",0.904035,
"ESP","EXCH","TOT","NATUSD","A","2017",0.887397,
"ESP","EXCH","TOT","NATUSD","A","2018",0.847186,
"SVN","EXCH","TOT","NATUSD","A","2000",0.929127,
"SVN","EXCH","TOT","NATUSD","A","2001",1.012973,
"SVN","EXCH","TOT","NATUSD","A","2002",1.002538,
"SVN","EXCH","TOT","NATUSD","A","2003",0.86427,
"SVN","EXCH","TOT","NATUSD","A","2004",0.802792,
"SVN","EXCH","TOT","NATUSD","A","2005",0.804146,
"SVN","EXCH","TOT","NATUSD","A","2006",0.797147,
"SVN","EXCH","TOT","NATUSD","A","2007",0.730638,
"SVN","EXCH","TOT","NATUSD","A","2008",0.682675,
"SVN","EXCH","TOT","NATUSD","A","2009",0.719843,
"SVN","EXCH","TOT","NATUSD","A","2010",0.755045,
"SVN","EXCH","TOT","NATUSD","A","2011",0.719355,
"SVN","EXCH","TOT","NATUSD","A","2012",0.778294,
"SVN","EXCH","TOT","NATUSD","A","2013",0.753159,
"SVN","EXCH","TOT","NATUSD","A","2014",0.753731,
"SVN","EXCH","TOT","NATUSD","A","2015",0.901659,
"SVN","EXCH","TOT","NATUSD","A","2016",0.904035,
"SVN","EXCH","TOT","NATUSD","A","2017",0.887397,
"SVN","EXCH","TOT","NATUSD","A","2018",0.847186,
